Id	x_coord	y_coord
הוראות יצרן הפיגום, או שלא קוימו לגביו הוראות תקנות אלה, לא ישתמשו בפיגום כל עוד לא תוקן כראוי, להנחת דעתו של מנהל העבודה. שינויים בפיגום תק' תשע"ט-2019	40	417
הוראות סעיף 65(3) לא יחולו. (תיקון מס' 2)  תשמ"א-1981	40	418
חוק זה או שנמסרו במסגרת המידע להיתר, ויחולו הוראות תקנה 53. מיום 5.3.2018 תק' תשע"ח-2018	40	419
תקנה 2 לתקנות הבטיחות בעבודה (עבודות בניה), תשט"ו-1955	40	420
תקנות מס מקביל (שירותי בריאות בעבודה), תשל"ג–1973	40	421
חוק, ישלם דמי ביטוח מפני פגיעה בעבודה בשיעור של 85% מהאמור בתקנת משנה (א)[1]. מיום 17.3.1955 תק' תשט"ו-1955	40	422
הוראות של תקנות 38 עד 41; תק'     תש"ל-1970	40	423
חוק ביטוח בריאות ממלכתי, התשנ"ד-1994	40	424
הוראה לגבי כל עובד לחוד.   סימן ב': עבירות ועונשין עונש כשלא נקבע     במפורש (תיקון מס' 1)      תשל"ד-1974	40	425
חוק, כפול עשרה.   מיום 6.1.1974 תק' (מס' 2) תשל"ד-1974	40	426
תקנות   התאונות ומחלות משלח-היד (הודעה על מקרים מסוכנים במקומות עבודה),   תשי"א-1951	40	427
חוק מס מקביל, התשל"ג-1973	40	428
חוקיותו של צו שנמסר או שהודבק כאמור.  (ד) מפקח עבודה ראשי רשאי להסמיך בכתב מפקח עבודה פלוני בסמכויות הנתונות למפקח עבודה אזורי לפי סעיף זה.   מיום 11.8.2016 תיקון מס' 10 ס"ח תשע"ו מס' 2576	40	429
חוק חתימה אלקטרונית, התשס"א-2001	40	430
תקנות. (תיקון     מס' 6)      תשנ"ח-1998	40	431
חוק. תנאים מוקדמים     להגשת בקשה להיתר   33.    (א)  בקשה להיתר תכלול את הפרטים והצרופות האלה (להלן – התנאים המוקדמים): תק'     תש"ף-2020	40	432
תקנה 11א גישה למשטחי עבודה   12.  בכל מקום שאדם צריך לעמוד בו, לעבוד או לעבור בו יותקנו דרכי גישה בטוחות.  רצפה וסמוכות למדרכת     מעבר תק'     תשנ"א-1991	40	433
תקנות אלה ולנקוט צעדים מתאימים כדי להבטיח שכל עובד ימלא אחר התקנות הנוגעות לעבודתו, אלא אם כן החובה מוטלת במפורש על מבצע הבניה.  תק'     תשנ"א-1991	40	434
פקודה), ובאישור ועדת העבודה הרווחה והבריאות של הכנסת לפי סעיף 21א לחוק-יסוד: הכנסת, וסעיף 2(ב) לחוק העונשין, התשל"ז-1977	40	435
תקנות   43.    שר העבודה[1] ממונה על ביצוע חוק זה והוא רשאי, בהתיעצות עם מועצת המוסד, להתקין תקנות בכל ענין הנוגע לביצועו. אגרות (תיקון מס' 9)      תשע"ו-2016	40	436
תקנות   הבטיחות בעבודה (גיליון בטיחות, סיווג, אריזה, תיווי   וסימן של אריזות), תשנח-1998	40	437
הוראות תקנה 15(ב) ו-(ד) אבחנה רנטגנית סופית ואבחנה רפואית סופית לגבי המחלות הנקובות בתקנה 20(א); תק' תשנ"א-1990	40	438
חוקיותו של צו שנמסר או שהודבק כאמור. (תיקון     מס' 2)      תשמ"ב-1982	40	439
תקנה זו.  (ה) בתקנה זו, "מדד" – מדד המחירים לצרכן שמפרסמת הלשכה המרכזית לסטטיסטיקה.   מיום 26.4.1994 תק' תשנ"ד-1994	40	440
הוראת מעבר. ק"ת תשע"ט מס' 8157	40	441
פקודת הבטיחות בעבודה) ובצו הבטיחות בעבודה (עבודות בנייה הנדסית), התשכ"ב-1961	40	442
תקנה 2 לענין תחילה. מס' 4340 מיום 26.4.1982 עמ' 907 – תק' (מס' 2) תשמ"ב-1982	40	443
תקנת משנה (א), יימצאו באתר הבניה בצמוד לפנקס הכללי וייכללו בה פירוט החמרים מהם עשוי הפיגום, אופן התקנתו, עיגונו במבנה והעומס המרבי לו הוא מיועד. טפסה בתנאים     מיוחדים תק'     תשנ"ב-1992	40	444
תקנה 2 יראו כמפעל נפרד חלק ממפעל אם התקיימו בו שני אלה: (1)   הוא מתנהל בנפרד מבחינת המקום; תק'     תשכ"ג-1963	40	445
הוראות פרק זה אינן באות לגרוע מן האמור בתקנות הבטיחות בעבודה (עבודה על גגות שבירים או תלולים), תשמ"ו-1986	40	446
תקנות בתי הסוהר תשכ"ז-1967	40	447
תקנות הבטיחות בעבודה (גיהות תעסוקתית ובטיחות העוסקים בקרינת לייזר), התשס"ה-2005	40	448
תקנה 25(2)(ב) וכן מבוטח כאמור בתקנה 26 (1א) ו-(1ב) – הם 0.4% מסכום הכנסת מינימום לפי פרט 1 בלוח י"א לחוק, כפול עשרה כפול שניים. הודעה מאת המעביד תק' (מס' 3)      תשכ"ה-1965	40	449
תקנה 7 לתקנות הבטיחות בעבודה (עבודות בנייה), התשמ"ח-1988	40	450
חוק), ובאישור ועדת העבודה הרווחה והבריאות של הכנסת לפי סעיף 48(א) לחוק-יסוד: הממשלה, וסעיף 2(ב) לחוק העונשין, התשל"ז-1977	40	451
תקנות האמורות; ------------ (9) פורסמו ק"ת מס' 3048 מיום כ"א באב תשל"ג (19.8.1973	40	452
תקנה 25(4) - המוסד להשכלה גבוהה; תק'     תשנ"ב-1991	40	453
חוק החשמל, תשי"ד-1954	40	454
הוראת מעבר. ק"ת תשע"ח מס' 8068	40	455
הוראות סעיף 211(ה), דינו – קנס 1,500 לירות 5,000 לירות או מאסר שלושה חדשים.   הפרעה למפקח (תיקון מס' 1)      תשל"ד-1974	40	456
חוק בית הדין לעבודה, התשכ"ט-1969	40	457
הוראת שעה     תשע"ד-2013	40	458
תקנות הבזק והחשמל (התקרבויות והצטלבויות בין קווי בזק לבין קווי חשמל), תשמ"ו-1986	40	459
תקנות אחוזי הבניה - לשטחים למטרות עיקריות; תק'     תשס"ח-2008	40	460
תקנות 38 עד 41; תק'     תש"ל-1970	40	461
תקנה 5(1) ו-(2) לתקנות הבטיחות בעבודה (עבודה בגובה), התשס"ז-2007	40	462
פקודת המסים (גביה), תחול על גביית קנס מינהלי לפי סעיף זה וניתן לגבותו גם בדרך תובענה אזרחית. תכנית בטיחות (תיקון מס' 2)      תשמ"ב-1982	40	463
חוק האמור לכל יום שבו נמשכת העבירה; (2)   עבירה לפי סעיף זה היא עבירה מסוג העבירות של אחריות קפידה. (תיקון מס' 10) תשע"ו-2016	40	464
תקנות הבטיחות בעבודה (גיהות תעסוקתית ובריאות הציבור והעובדים באבק מזיק), תשמ"ד-1984	40	465
פקודת הבטיחות בעבודה (מס' 9), תשע"ו-2016	40	466
חוק - להוציא מבוטח שהוא כבאי מתנדב כמשמעותו בסעיף 1 לחוק שירותי הכבאות, תשי"ט-1959	40	467
תקנות הבטיחות בעבודה (עבודה בגובה), תשס"ז-2007	40	468
חוק התכנון והבנייה, התשכ"ה-1965	40	469
חוק עבודת נוער, התשי"ג-1953	40	470
חוק והוא אושר לכך על ידי שר העבודה. מיום 17.3.1955 תק' תשט"ו-1955	40	471
תקנה 2(16) לא תחול על שימוש חורג על פי היתר שניתן לפני יום י"ט באדר א' תשנ"ב (23 בפברואר 1992	40	472
פקודת הבטיחות בעבודה [נוסח חדש], תש"ל-1970	40	473
הוראת שעה), התשע"ט-2018	40	474
הוראה של מפקח עבודה שניתנה לפי סעיף 3(7) או שעבר על הוראות סעיף 8ד(א), דינו – מאסר ששה חדשים או קנס 50,000 שקלים. (תיקון     מס' 2)      תשמ"ב-1982	40	475
תקנות אלה; תק'     תשמ"ח-1988	40	476
תקנות 332 ו-334 לתקנות בתי הסוהר בהתאם לתקנה 16 לתקנות בתי הסוהר, תשכ"ז-1966	40	477
הוראות סימן זה יחולו לענין כל שרשרת, חבל או אבזר הרמה המשמשים להעלאה או להורדה של בני אדם, טובין או חמרים.           (ב)  לענין סימן זה – (תיקון מס' 2)  תשמ"א-1981	40	478
חוק מס ערך מוסף, תשל"ו–1975	40	479
חוק המקרקעין, תשכ"ט-1969	40	480
תקנות המהנדסים והאדריכלים בבניין הנדון; תק'     תשע"ח-2018	40	481
חוק חדלות פירעון ושיקום כלכלי, התשע"ח-2018	40	482
תקנות או כל תעודה אחרת שהוצגה לפי פקודה זו או הפוגע בהם, דינו – קנס 500 לירות או חודש מאסר. מיום 23.8.1974 תיקון מס' 1 ס"ח תשל"ד מס' 745 מיום 23.8.1974	40	483
חוק הגז (בטיחות ורישוי), התשמ"ט-1989	40	484
פקודת הרוקחים [נוסח חדש], תשמ"א-1981	40	485
תקנות ארגון הפיקוח על העבודה (ניטור סביבתי וניטור ביולוגי של גורמים מזיקים), תשנ"א-1990	40	486
תקנה 2ב; מיום 24.11.1990 תק' תשנ"א-1990	40	487
תקנת משנה (א), יכול שישתמשו בתא הגנה מתאים.  מיום 29.8.1991 תק' תשנ"א-1991	40	488
תקנות התכנון והבניה (חישוב שטחים ואחוזי בניה בתכניות ובהיתרים), התשנ"ב-1992	40	489
חוק הפיקוח על העבודה; לענין זה "תקן EN" – הנחיית תקינה של השוק האירופי המשותף;           "תקנות עבודות בניה" – תקנות הבטיחות בעבודה (עבודות בניה), התשמ"ח-1988	40	490
הוראת שעה תשע"ד-2013	40	491
תקנה 3א   מיום 1.4.1964 תק' (מס' 2) תשכ"ד-1964	40	492
חוק האמור; תק' (מס' 3) תשכ"ה-1965	40	493
חוק, כפול שניים. תק' (מס' 2)      תשכ"ה-1965	40	494
תקנות ציוד מגן אישי" – כמשמעותם בתקנות הבטיחות בעבודה (ציוד מגן אישי), התשנ"ז-1997	40	495
תקנה 9 לתקנות אחוזי הבניה, בתוספת שטחו של מרחב מוגן דירתי כמשמעו בתקנה 9(ד)(1) לתקנות האמורות; הוראת שעה     תשע"ד-2013	40	496
חוק, להוציא כבאי מתנדב, אינו זכאי לדמי פגיעה, אלא אם כתוצאה מהפגיעה בעבודה נגרע מהכנסתו במשלח ידו. מיום 1.4.1965 תק' (מס' 2) תשכ"ה-1965	40	497
חוק להסדרת הביטחון בגופים ציבוריים, התשנ"ח-1998	40	498
הוראה אחרת, לרבות אורח של תופש המקרקעין שלא על מנת לקבל פרס. אחריות כלפי מסיג גבול בשטח צבאי (תיקון מס' 4) תש"ל-1970	40	499
חוק החניכות, תשי"ג-1953	40	500
תקנות הבטיחות בעבודה (גיליון בטיחות, סיווג, אריזה, תיווי וסימון של אריזות), התשנ"ח-1998	40	501
תקנות הבטיחות בעבודה (חשמל), תש"ן–1990	40	502
תקנות   2.    מטרת תקנות אלה היא שמירה על בטיחותם ובריאותם של העובדים בחומר מסוכן ושל הנמצאים בסביבתו, ועל איכות הסביבה. צירוף גליון     בטיחות לחומר תק'     תש"ס-2000	40	503
הוראות תקנות אלה והוראות יצרן הפיגום, ואם הפיגום טעון תכנון של מתכנן הקמת פיגומים – גם לפי הוראות מתכנן הקמת הפיגומים ותכנית הפיגומים. פיגום מיוחד תק' תשע"ט-2019	40	504
חוק, למעט מבוטח כאמור בתקנה 27(ב) ו-(ד), פטור מהגשת דין וחשבון לפי תקנה 8 לתקנות הביטוח הלאומי (גביית דמי ביטוח), תשי"ד-1954	40	505
תקנות אלה מיום פרסומן.            תק' תש"ף-2020	40	506
חוק, שיפורטו בו עיקרי הבקשה להיתר, פרטי הזיהוי המקוונים של הבקשה להיתר, המקום שבו ניתן לעיין בבקשה, המועד שבו תוגש וכן האפשרות להתנגד לבקשה בתוך 15 ימים ממועד ההגשה. תק'     תשע"ח-2018	40	507
תקנה 2) ערכים של רמה מרבית תעסוקתית מותרת של אבק מזיק:                                         חשיפה משוקללת מרבית הגורם המזיק                                מותרת ל-8 שעות תק'     תשנ"א-1990	40	508
תקנות 9 עד 11 ו-81, ככל שקיומן נדרש לשם מילוי הוראות תקנות 79 ו-80 לתקנות האמורות. 5.        תקנה 2(א) לתקנות הבטיחות בעבודה (עגורנאים, מפעילי מכונות הרמה אחרות ואתתים), התשנ"ג-1992	40	509
חוק, אם הדבר נדרש לפי כל דין; (2)   תשלום כל התשלומים כאמור בסעיף 145(ד) לחוק; (3)   הפקדת ערבות לפי תקנה 70, ככל שנדרש. תק'     תשע"ח-2018	40	510
חוק ארגון הפיקוח על העבודה,   תשי"ד-1954	40	511
פקודה זו, ובית משפט לא יפסוק פיצויים לפי פקודה זו בעד מעשה שנפסקה בעדו "דיה". ביטולים וסייגיהם (תיקון מס' 10) תשס"ה-2005	40	512
תקנות   הבטיחות בעבודה  (גיהות תעסוקתית ובריאות העובדים במתכות מסויימות), תשנ"ג-1993	40	513
חוק זה או בתקנות. מיום 21.5.1982 תיקון מס' 2 ס"ח תשמ"ב מס' 1051	40	514
תקנות 2 ו-3 יראו לגבי תכנית שהופקדה עד יום כ"ט בתמוז תשמ"ט (1 באוגוסט 1989	40	515
חוק; ואולם בקשה למידע להיתר ומסירת מידע להיתר ייערכו באמצעות מערכת רישוי זמין בלבד.   מיום 1.1.2020 תק' תש"ף-2020	40	516
חוק פטור מהגשת הצהרה לפי תקנה 8 לתקנות הביטוח הלאומי (גביית דמי הביטוח) תשי"ד-1954	40	517
תקנה 1 לתקנות העיקריות, כנוסחה בתקנה 1 לתקנות אלה, לפי העניין. ק"ת תשע"ח מס' 8057	40	518
תקנת כבלים במתח שאינו עולה על   מתח נמוך), תש"ס-2000	40	519
תקנות אלה, ומותר שהפנקס יחולק למדורים בהתאם לסוגי העגורנים; תק' תשכ"ז-1967	40	520
תקנה 10 לא יתוקן, בנוסף לחיבור לפי תקנת משנה (א), כל חיבור אחר בתוך המבנה בין מוליך האפס (N) לבין מוליך הארקה. מיום 26.1.1995 תק' תשנ"ה-1995	40	521
הוראות סימן זה וסעיף 119א תוך עשרים וששה חדשים שקדמו לשימוש או תוך תקופה שלא תעלה על ארבע שנים שנקבעה לפי סעיף 115(ב)(1). מיום 23.8.1974 תיקון מס' 1 ס"ח תשל"ד מס' 745 מיום 23.8.1974	40	522
תקנות 20 ו-41(א)(2) לגבי עגורן-צריח הנמצא בישראל ביום פרסומן של תקנות אלה היא ביום ל' בכסלו תשכ"ח (1 בינואר 1968	40	523
תקנות אלה; מיום 13.8.1988 תק' תשמ"ח-1988	40	524
הוראות מעבר תק' תשנ"ט-1999	40	525
חוק המהנדסים והאדריכלים, תשי"ח-1958	40	526
הוראות גליון הבטיחות והוראות תווית הסימון.   מיום 26.2.2009 תק' תשס"ט-2009	40	527
פקודה), וסעיף 11א לחוק רישוי עסקים, תשכ"ח-1968	40	528
הוראות של החוק לתיקון סדרי הדין האזרחי (המדינה כבעל דין), תשי"ח-1958	40	529
תקנות התכנון והבנייה (פיקוח עליון על הבנייה), התשנ"ה-1992	40	530
תקנות המודדים" – תקנות המדידות (מדידות ומיפוי), התשע"ו-2016	40	531
תקנות.           (ט)  תקנות החלות על עובד כאמור בסעיף 8(2) או (3) לחוק השיפוט הצבאי, התשט"ו-1955	40	532
תקנה 83   85.  החובה לקיום תקנה 83 מוטלת על העגורנאי לגבי פעולותיו הוא. פרק תשיעי: בדיקות עגורן-צריח בידי בודק מוסמך בדיקת עגורן-צריח תק'     תש"ל-1970	40	533
תקנות אלה כדי לחייב מוסד תכנון לאשר מתן היתר לשימוש חורג או מתן הקלה מתכנית, אם אין בהם סטיה ניכרת מהוראות התכנית. תק'     תשע"ג-2012	40	534
תקנה 12א ביטול   13.  תקנות ארגון הפיקוח על העבודה (ממונים על הבטיחות), תשכ"ה-1965	40	535
הוראת   מעבר Go 6 סעיף   16  תחילה Go 6    תקנות הבטיחות בעבודה (גיהות תעסוקתית ובריאות העובדים ברעש),  תשמ"ד-1984	40	536
תקנות אלה, אצל עובדים החשופים או עומדים להיות חשופים למתכת; תק'     תשנ"ט-1999	40	537
הוראות סעיפים 7א עד 7ג, על מעמדו כנתבע בתובענה שהוגשה נגדו. מיום 10.2.2006 תיקון מס' 10 ס"ח תשס"ה מס' 2026	40	538
הוראה מהוראותיו, רשאי הוא לפטור ממנה בתנאים שייראו לו; פטור לפי סעיף זה לגבי מיתקן פלוני יהיה בתעודה, ולגבי סוג של מיתקנים יפורסם ברשומות. (תיקון מס' 6) תשס"ה-2005	40	539
הוראת שעה תשס"ז-2007	40	540
תקנות החשמל (רשיונות), תשמ"ה-1985	40	541
תקנה 101 הנוסח הקודם: 101. תחילתן של תקנות אלה היא ביום כ"ב באייר תשכ"ז (1 ביוני 1967	40	542
תקנות התכנון והבנייה (רישוי בנייה), תשע"ו-2016	40	543
חוק מניעת מפגעים, תשכ"א-1961	40	544
הוראות מעבר 197. (א) מי שהתמנה למנהל עבודה לפי תקנות הבטיחות בעבודה (עבודות בניה), התשט"ו-1955	40	545
תקנה 15(ב) ו-(ד) אבחנה רנטגנית סופית ואבחנה רפואית סופית לגבי המחלות הנקובות בתקנה 20(א); תק' תשנ"א-1990	40	546
תקנה 16 לתקנות בתי הסוהר תשכ"ז-1967	40	547
חוק להוציא מבוטח המצוי במקום הכשרה מקצועית להוציא מבוטח שהוא כבאי מתנדב כמשמעותו בסעיף 1 לחוק שירותי הכבאות, תשי"ט-1959	40	548
תקנות הבטיחות בעבודה (חשמל), תש"ן-1990	40	549
תקנת משנה (ב) יינתן, בכתב, למבצע הבניה, ליצרן הפיגום או ליבואן, לפי הענין.  מיום 29.8.1991 תק' תשנ"א-1991	40	550
תקנה 3, רשאי המעביד לבקש מהמוסד ששיעור דמי הביטוח המשתלמים על ידיו, יהיה הממוצע המתקבל משיעורי דמי הביטוח שבכל מפעל נפרד. תק' (מס' 2)     תשכ"ד-1964	40	551
הוראות סעיף 65(3) לא יחולו.  (ב) תחולתו של סעיף קטן (א) היא עד יום ט' בתמוז תשמ"ב (30 ביוני 1982	40	552
פקודה זו לראיה על הדברים האמורים בה, אולם כל צד רשאי לדרוש שמי שעשה את האנליזה ייקרא להעיד. (תיקון מס' 1)      תשל"ד-1974	40	553
פקודת הבטיחות בעבודה, תשל"ד-1974	40	554
תקנות התכנון והבנייה (חישוב שטחים ואחוזי בנייה בתכניות ובהיתרים), התשנ"ב-1992	40	555
תקנות אלה ייקרא "תקנות הביטוח הלאומי (ביטוח מפני פגיעה בעבודה), תשי"ד-1954	40	556
תקנה 2 לתקנות החומרים המסוכנים (סיווג ופטור), תשנ"ו-1996	40	557
חוק ההתגוננות האזרחית, התשי"א-1951	40	558
חוק שוויון זכויות לאנשים עם מוגבלות; מיום 16.1.2013 תק' תשע"ג-2012	40	559
הוראות פרק זה והתוספת יעמדו בתוקפן חמש שנים מיום תחילתו של חוק ארגון הפיקוח על העבודה (תיקון מס' 11 – הוראת שעה), התשע"ט-2018	40	560
חוק ההנדסאים והטכנאים המוסמכים, התשע"ג-2012	40	561
תקנות ארגון הפיקוח על העבודה (מסירת מידע והדרכת עובדים),  תשנ"ט-1999	40	562
הוראות סימן זה, לרבות החלטה בבקשה לעיון חוזר כאמור בסעיף 173ה או בהשגה כאמור בסעיף 173ו, רשאי לערער עליה לפני בית הדין האזורי לעבודה, כמשמעותו בחוק בית הדין לעבודה, התשכ"ט-1969	40	563
תקנת מימלטים     וקיומם (תיקון מס' 1)      תשל"ד-1974	40	564
תקנה זו אינן חלות -  (1)   אם המעביד משלם דמי ביטוח לפי שיעור שנקבע בתקנה 5 או לפי שיעור ממוצע למפעל מורכב כאמור בתקנה 3א; תק' (מס' 2)      תשל"ה-1975	40	565
פקודה), וסמכות השר לאיכות הסביבה לפי סעיפים 10(3), 12 ו-13 לחוק החומרים המסוכנים, תשנ"ג-1993	40	566
תקנות ארגון הפיקוח על העבודה (ממונים על הבטיחות), תשנ"ו-1996	40	567
תקנות הניטור; (9)   אי-התאמה אחרת לדעת הרופא המורשה הבודק. מיום 24.10.2002 תק' תשס"ב-2002	40	568
תקנות התכנון והבנייה התקנת מקומות חניה), התשמ"ג-1983	40	569
חוק - את המדינה, ואם הוא מצוי בהכשרה מקצועית או בשיקום מקצועי - את מי שנחשב כמעביד לגבי מבוטח המצוי בהכשרה מקצועית או בשיקום מקצועי. מיום 1.4.1964 תק' (מס' 2) תשכ"ד-1964	40	570
פקודת העיתונות, תשע"ז-2017	40	571
חוקית או מתוך אמונה סבירה ובתום לב בקיומה של הרשאה חוקית; בסעיף זה, "מעשה" – לרבות מחדל. הגדרות (תיקון מס' 10) תשס"ה-2005	40	572
תקנה 23א   מיום 30.7.1998 תק' תשנ"ח-1998	40	573
תקנות אלה; מיום 4.5.2000 תק' תש"ס-2000	40	574
תקנות אלה בלבד מיום פרסומן. מיום 9.8.2001 תק' תשס"א-2001	40	575
הוראות בדבר דרכי הסילוק, אופן הסילוק ומקום הסילוק; הועדה הטכנית תמליץ על אפשרויות של שימוש בפסולת האסבסט. מיום 24.11.1990 תק' תשנ"א-1990	40	576
תקנות לפי חוק זה, הנדרשים לפי חוק זה לשם ביצוע עבודה, ביצוע תפקיד הכולל סמכויות בדיקה ובקרה הנדרשות בהוראות לפי חוק זה, או מתן הכשרה מקצועית. מיום 28.1.2016 תיקון מס' 9 ס"ח תשע"ו מס' 2525	40	577
תקנות התכנון והבניה (סטיה   ניכרת מתכנית), תשס"ב-2002	40	578
תקנה 13 לתקנות אחוזי הבניה - לשטחים למטרות עיקריות; תק'     תשס"ח-2008	40	579
חוק העבירות המינהליות, תשמ"ו-1985	40	580
תקנות 332 ו-334 לתקנות בתי הסוהר לא יראוה כשירות רגיל.   מיום 3.8.1967 תק' (מס' 3) תשכ"ז-1967	40	581
חוק-יסוד: הממשלה, וסעיף 2(ב) לחוק העונשין, תשל"ז-1977	40	582
תקנות בריאות העם (אישפוז בבית חולים), תשמ"א-1980	40	583
חוק מס מקביל, תשל"ג-1973	40	584
חוק עבודת הנוער, תשי"ג-1953	40	585
תקנות אלה: הגדרות   1.    בתקנות אלה:           "רעש מזיק" – רעש שמפלסו גבוה מהערכים המותרים בתקנות אלה העלול לגרום לנזק בריאות לעובד החשוף לו במקום עבודתו; תק' תשנ"ה-1995	40	586
תקנת משטחי רצפה תק'     תשע"ט-2019	40	587
פקודת הבטיחות בעבודה, 1946, ובהתאם לתקנות הבטיחות (עגורני צריח), תשכ"ז-1966	40	588
חוק חדלות פירעון ושיקום כלכלי, תשע"ח-2018	40	589
הוראת   מעבר Go 7   תקנות התכנון והבניה (סטיה ניכרת מתכנית), תשס"ב-2002	40	590
חוק, יראו את ההודעה כתביעת גימלה. תק'     תשנ"ח-1998	40	591
תקנות 2 עד 5 לתקנות הבטיחות בעבודה (עבודות בניה), תשט"ו-1955	40	592
תקנות החשמל (התקנת רשתות חשמל עיליות במתח עד 1000 וולט), התשמ"ט-1989	40	593
תקנת הפיגום עד פירוקו.   מיום 16.6.1992 תק' תשנ"ב-1992	40	594
תקנות הבטיחות בעבודה (הרמת בני אדם במלגזות), תשמ"ג-1983	40	595
פקודת חוקרי סיבות המוות, ולא לגרוע מהן. מיום 15.7.2014 תיקון מס' 1 ס"ח תשע"ד מס' 2459	40	596
תקנות אלה; מיום 24.11.1990 תק' תשנ"א-1990	40	597
תקנתן. סימן ג': בטיחות הגישה והמעבר גישה למקום עבודה (תיקון מס' 1)      תשל"ד-1974	40	598
תקנות הבטיחות בעבודה (גיהות תעסוקתית ובריאות העובדים במתכות מסויימות), תשנ"ג-1993	40	599
תקנה 3(1) לתקנות הביטוח הלאומי (עיגול גמלאות), תשל"ו-1976	40	600
תקנות המהנדסים והאדריכלים (רישוי וייחוד פעולות), התשכ"ז-1967	40	601
הוראות תקנה 40, תאושר גם תקופת אי כשרו של הנפגע לעבודתו או לעבודה מתאימה אחרת על ידי המעביד, הטייס, המפקד או רב החובל, לפי הענין. מיום 23.3.1967 תק' (מס' 2) תשכ"ז-1967	40	602
תקנות הבטיחות בעבודה (ציוד מגן אישי),   תשנ"ז-1997	40	603
תקנה 9 ו-10, אם, לדעתו, אמצעים אלה מקנים הגנה מפני נפילת אדם או חומר ממשטח.  מיום 16.6.1992 תק' תשנ"ב-1992	40	604
פקודה), והסעיפים 14 (א) ו-2(ד) לפקודת סדרי השלטון והמשפט, תש"ח-1948	40	605
תקנות   הבטיחות בעבודה (עבודה על גגות שבירים או תלולים), תשמו-1986	40	606
חוק הודעה מוקדמת לפיטורים ולהתפטרות, התשס"א-2001	40	607
הוראת שעה בסעיף 11 לחוק זכויות לאנשים עם מוגבלות המועסקים כמשתקמים (הוראת שעה), תשס"ז-2007	40	608
חוק הנפט, תשי"ב-1952	40	609
הוראה כאמור לגבי מפעל גז כמשמעותו בסעיף 8ד(ח) תינתן לאחר התייעצות עם שר האנרגיה והתשתית.   מיום 15.7.2014	40	610
תקנה 43א   מיום 18.5.1972 תק' (מס' 2) תשל"ב-1972	40	611
הוראות סעיף 35;           דינו – מאסר ששה חדשים או קנס 500 לירות, או שני הענשים כאחד. (תיקון מס' 8) תשע"ד-2014	40	612
תקנת משנה (א), תעמוד ההתנגדות למינוי בתוקף; פסילת המינוי תהיה תקפה החל במועד שנקבע בהודעה לפי תקנה 8(ב). מיום 25.2.1999 תק' תשנ"ט-1999	40	613
תקנות הבטיחות בעבודה (עבודה בגובה), התשס"ז-2007	40	614
תקנת משנה (א), ישולמו דמי הפגיעה על ידי המעביד, במועדים בהם הוא נוהג לשלם שכר לעובדיו והמוסד יחזיר למעביד את הסכומים שהוא שילם, לאחר שהמציא הוכחות על התשלום. תק' (מס' 3) תשכ"ה-1965	40	615
תקנת משנה 22(ג) תק'     תשנ"ח-1998	40	616
הוראות אלה:   מיום 1.1.2020 תק' תש"ף-2020	40	617
פקודה חלים עליו; (5)  לבדוק כל פנקס, תעודה, דין וחשבון או מסמך אחר, שניהולם, קיומם או הגשמתם היא חובה על פי חיקוק שביצועו בידי שר העבודה, ולהעתיק מהם; (תיקון     מס' 2)      תשמ"ב-1982	40	618
פקודה זו על מפעל כמשמעותו בהגדרה האמורה. (תיקון מס' 1)      תשל"ד-1974	40	619
תקנת משנה (א).   מיום 31.3.1975 תק' (מס' 2) תשל"ה-1975	40	620
תקנה (תיקון מס' 1)      תשל"ד-1974	40	621
תקנות שהותקנו לפי פקודה זו; (תיקון     מס' 1) תשע"ד-2014	40	622
פקודת הבטיחות בעבודה (נוסח חדש),   תש"ל-1970	40	623
תקנות אלה; תק' תשמ"ה-1985	40	624
חוק עוולות מסחריות, תשנ"ט-1999	40	625
הוראות בדבר דרכי סיוע של המעסיק לועדת בטיחות במילוי תפקידיה; תקנות כאמור יכול שיהיו כלליות או לפי סוגי מפעלים, ענפי עבודה, מקצועות או אזורים. מיום 21.5.1982 תיקון מס' 2 ס"ח תשמ"ב מס' 1051	40	626
תקנת משנה (א) לא תחול כאשר ההשלכה נעשית בתוך שוקת או מוביל סגורים, ומקום השפיכה מגודר למניעת גישת אדם.  מיום 29.8.1991 תק' תשנ"א-1991	40	627
תקנת דיפון או חובת נקיטת אמצעים אחרים למניעת התמוטטות דפנות אינה חלה על חפירה המתבצעת באמצעות מכונה שאינה מצריכה הימצאות אדם בחפירה.  מיום 29.8.1991 תק' תשנ"א-1991	40	628
חוק), לאחר התייעצות עם המועצה הארצית לתכנון ולבניה, אני מתקין תקנות אלה: הגדרות   1.    בתקנות אלה -  הוראת שעה     תשע"ב-2011	40	629
הוראת שעה)     תשע"ט-2018	40	630
תקנת משנה (א) ייערך לראשונה בעד התקופה של שלוש שנים המסתיימת ביום כ"ח באדר ב' תשי"ז (31 במרס 1957	40	631
הוראות סעיף זה אינן גורעות מאחריותו הפלילית של המחזיק במקום עבודה, לפי יתר הוראות חוק זה ולפי כל דין אחר. מיום 1.1.1983 תיקון מס' 2 ס"ח תשמ"ב מס' 1051	40	632
חוק השבות, תש"י-1950	40	633
חוק בית הדין לעבודה, תשכ"ט-1969	40	634
תקנות. מינהלת המוסד (תיקון מס' 8)      תשע"ד-2014	40	635
