Id	Label	timeset	x_coord	y_coord	Degree	Eccentricity	closnesscentrality	harmonicclosnesscentrality	betweenesscentrality	componentnumber	pageranks	Weighted Degree	y_coord_unique	Authority	Hub	modularity_class	clustering	triangles	eigencentrality
פקודה זו חלה עליהן, אלא אם נבדק ונערכו תסקירים כאמור תוך ארבעה עשר החדשים שקדמו לכך. מיום 23.8.1974 תיקון מס' 1 ס"ח תשל"ד מס' 745 מיום 23.8.1974			40	397	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנות ארגון הפיקוח על העבודה (תכנית לניהול הבטיחות), תשע"ג-2013			40	398	4	6	0.473516	0.489151	188.576703	0	0.000657	4		0.032828	0	7	0	0	0.075973
תקנות ארגון הפיקוח על העבודה (מסירת   מידע והדרכת עובדים), תשנ"ט-1999			40	399	0	0	0	0	0	51	0.000197	0		0	0	57	0	0	0
תקנת משנה (א) יהיה זכאי לעמלה בשיעור של 2.5% מדמי הפגיעה ששולמו על ידיו בשם המוסד. מיום 23.9.1965 תק' (מס' 3) תשכ"ה-1965			40	400	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
הוראות הבטיחות (תיקון מס' 11 – הוראת שעה)     תשע"ט-2018			40	401	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
תקנות מס מקביל (שירותי בריאות בעבודה), תשל"ג-1973			40	402	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
חוק המועצה להשכלה גבוהה, תשי"ח-1958			40	403	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
חוק חומרי נפץ, תשי"ד-1954			40	404	4	6	0.361775	0.407615	102.749149	0	0.000777	8		0.011178	0	4	0	0	0.026342
חוק, כל עוד הוא בחוץ לארץ. תק'     תשט"ז-1956			40	405	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
חוק התכנון והבניה, תשכ"ה-1965			40	406	0	0	0	0	0	52	0.000197	0		0	0	58	0	0	0
תקנת משנה (ב) לגבי תקופת האיזון המסתיימת ביום י"ד בניסן תש"ם (1 באפריל 1980			40	407	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
חוק שוויון זכויות לאנשים עם מוגבלות, סטייה ניכרת; מיום 16.1.2013 תק' תשע"ג-2012			40	408	0	0	0	0	0	53	0.000197	0		0	0	59	0	0	0
תקנה 2(א), בתקופה של שנתיים מיום פרסומן של תקנות התכנון והבנייה (רישוי בנייה) (הוראת שעה), התשע"ז-2017			40	409	6	6	0.320518	0.364735	17.831016	0	0.000782	12		0.010798	0	5	0	0	0.031267
חוק ביטוח בריאות ממלכתי, תשנ"ד-1994			40	410	6	6	0.436214	0.4677	102.908358	0	0.000873	8		0.036811	0	4	0	0	0.084167
פקודה), ובאישור ועדת העבודה הרווחה של הכנסת לפי סעיף 48(א) לחוק-יסוד: הממשלה, וסעיף 2(ב) לחוק העונשין, תשל"ז-1977			40	411	4	4	0.409718	0.445418	98.313191	0	0.000639	4		0.027781	0	7	0	0	0.061124
הוראות בדבר אכילה ושתיה הגדרה (תיקון מס' 1)      תשל"ד-1974			40	412	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנה 70, ככל שנדרש. תק'     תשע"ח-2018			40	413	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
חוק בריאות ממלכתי, תשנ"ד-1994			40	414	2	6	0.361071	0.405818	0.985621	0	0.000426	3		0.015422	0	4	0	0	0.034016
חוק – להוציא מבוטח שהוא כבאי מתנדב כמשמעותו בסעיף 1 לחוק שירותי הכבאות, תשי"ט-1959			40	415	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
פקודת הבטיחות בעבודה, 1946 (להלן – הפקודה), וסעיפים 14(א) ו-2(ד) לפקודת סדרי השלטון והמשפט, תש"ח-1948			40	416	7	4	0.370815	0.415094	69.919235	0	0.000901	7		0.036011	0	0	0	0	0.077893
הוראות יצרן הפיגום, או שלא קוימו לגביו הוראות תקנות אלה, לא ישתמשו בפיגום כל עוד לא תוקן כראוי, להנחת דעתו של מנהל העבודה. שינויים בפיגום תק' תשע"ט-2019			40	417	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
הוראות סעיף 65(3) לא יחולו. (תיקון מס' 2)  תשמ"א-1981			40	418	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
חוק זה או שנמסרו במסגרת המידע להיתר, ויחולו הוראות תקנה 53. מיום 5.3.2018 תק' תשע"ח-2018			40	419	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
תקנה 2 לתקנות הבטיחות בעבודה (עבודות בניה), תשט"ו-1955			40	420	2	4	0.336508	0.37792	11.805966	0	0.000398	2		0.016582	0	7	0	0	0.035495
תקנות מס מקביל (שירותי בריאות בעבודה), תשל"ג–1973			40	421	0	0	0	0	0	54	0.000197	0		0	0	60	0	0	0
חוק, ישלם דמי ביטוח מפני פגיעה בעבודה בשיעור של 85% מהאמור בתקנת משנה (א)[1]. מיום 17.3.1955 תק' תשט"ו-1955			40	422	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
הוראות של תקנות 38 עד 41; תק'     תש"ל-1970			40	423	7	4	0.370815	0.415094	69.919235	0	0.000901	7		0.036011	0	0	0	0	0.077893
חוק ביטוח בריאות ממלכתי, התשנ"ד-1994			40	424	10	4	0.489123	0.498315	316.637256	0	0.001217	11		0.070831	0	1	0	0	0.150973
הוראה לגבי כל עובד לחוד.   סימן ב': עבירות ועונשין עונש כשלא נקבע     במפורש (תיקון מס' 1)      תשל"ד-1974			40	425	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
חוק, כפול עשרה.   מיום 6.1.1974 תק' (מס' 2) תשל"ד-1974			40	426	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנות   התאונות ומחלות משלח-היד (הודעה על מקרים מסוכנים במקומות עבודה),   תשי"א-1951			40	427	0	0	0	0	0	55	0.000197	0		0	0	61	0	0	0
חוק מס מקביל, התשל"ג-1973			40	428	2	6	0.361071	0.405818	0.985621	0	0.000426	4		0.015422	0	4	0	0	0.034016
חוקיותו של צו שנמסר או שהודבק כאמור.  (ד) מפקח עבודה ראשי רשאי להסמיך בכתב מפקח עבודה פלוני בסמכויות הנתונות למפקח עבודה אזורי לפי סעיף זה.   מיום 11.8.2016 תיקון מס' 10 ס"ח תשע"ו מס' 2576			40	429	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
חוק חתימה אלקטרונית, התשס"א-2001			40	430	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
תקנות. (תיקון     מס' 6)      תשנ"ח-1998			40	431	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
חוק. תנאים מוקדמים     להגשת בקשה להיתר   33.    (א)  בקשה להיתר תכלול את הפרטים והצרופות האלה (להלן – התנאים המוקדמים): תק'     תש"ף-2020			40	432	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
תקנה 11א גישה למשטחי עבודה   12.  בכל מקום שאדם צריך לעמוד בו, לעבוד או לעבור בו יותקנו דרכי גישה בטוחות.  רצפה וסמוכות למדרכת     מעבר תק'     תשנ"א-1991			40	433	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
תקנות אלה ולנקוט צעדים מתאימים כדי להבטיח שכל עובד ימלא אחר התקנות הנוגעות לעבודתו, אלא אם כן החובה מוטלת במפורש על מבצע הבניה.  תק'     תשנ"א-1991			40	434	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
פקודה), ובאישור ועדת העבודה הרווחה והבריאות של הכנסת לפי סעיף 21א לחוק-יסוד: הכנסת, וסעיף 2(ב) לחוק העונשין, התשל"ז-1977			40	435	5	4	0.41108	0.44699	97.826362	0	0.000716	5		0.038434	0	7	0	0	0.083846
תקנות   43.    שר העבודה[1] ממונה על ביצוע חוק זה והוא רשאי, בהתיעצות עם מועצת המוסד, להתקין תקנות בכל ענין הנוגע לביצועו. אגרות (תיקון מס' 9)      תשע"ו-2016			40	436	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
תקנות   הבטיחות בעבודה (גיליון בטיחות, סיווג, אריזה, תיווי   וסימן של אריזות), תשנח-1998			40	437	0	0	0	0	0	56	0.000197	0		0	0	62	0	0	0
הוראות תקנה 15(ב) ו-(ד) אבחנה רנטגנית סופית ואבחנה רפואית סופית לגבי המחלות הנקובות בתקנה 20(א); תק' תשנ"א-1990			40	438	2	6	0.361071	0.405818	0.985621	0	0.000426	2		0.015422	0	4	0	0	0.034016
חוקיותו של צו שנמסר או שהודבק כאמור. (תיקון     מס' 2)      תשמ"ב-1982			40	439	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
תקנה זו.  (ה) בתקנה זו, "מדד" – מדד המחירים לצרכן שמפרסמת הלשכה המרכזית לסטטיסטיקה.   מיום 26.4.1994 תק' תשנ"ד-1994			40	440	1	6	0.363904	0.408266	0	0	0.000328	1		0.010143	0	3	0	0	0.024086
הוראת מעבר. ק"ת תשע"ט מס' 8157			40	441	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
פקודת הבטיחות בעבודה) ובצו הבטיחות בעבודה (עבודות בנייה הנדסית), התשכ"ב-1961			40	442	4	6	0.473516	0.489151	188.576703	0	0.000657	4		0.032828	0	7	0	0	0.075973
תקנה 2 לענין תחילה. מס' 4340 מיום 26.4.1982 עמ' 907 – תק' (מס' 2) תשמ"ב-1982			40	443	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנת משנה (א), יימצאו באתר הבניה בצמוד לפנקס הכללי וייכללו בה פירוט החמרים מהם עשוי הפיגום, אופן התקנתו, עיגונו במבנה והעומס המרבי לו הוא מיועד. טפסה בתנאים     מיוחדים תק'     תשנ"ב-1992			40	444	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
תקנה 2 יראו כמפעל נפרד חלק ממפעל אם התקיימו בו שני אלה: (1)   הוא מתנהל בנפרד מבחינת המקום; תק'     תשכ"ג-1963			40	445	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
הוראות פרק זה אינן באות לגרוע מן האמור בתקנות הבטיחות בעבודה (עבודה על גגות שבירים או תלולים), תשמ"ו-1986			40	446	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
תקנות בתי הסוהר תשכ"ז-1967			40	447	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנות הבטיחות בעבודה (גיהות תעסוקתית ובטיחות העוסקים בקרינת לייזר), התשס"ה-2005			40	448	4	6	0.473516	0.489151	188.576703	0	0.000657	4		0.032828	0	7	0	0	0.075973
תקנה 25(2)(ב) וכן מבוטח כאמור בתקנה 26 (1א) ו-(1ב) – הם 0.4% מסכום הכנסת מינימום לפי פרט 1 בלוח י"א לחוק, כפול עשרה כפול שניים. הודעה מאת המעביד תק' (מס' 3)      תשכ"ה-1965			40	449	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנה 7 לתקנות הבטיחות בעבודה (עבודות בנייה), התשמ"ח-1988			40	450	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
חוק), ובאישור ועדת העבודה הרווחה והבריאות של הכנסת לפי סעיף 48(א) לחוק-יסוד: הממשלה, וסעיף 2(ב) לחוק העונשין, התשל"ז-1977			40	451	1	4	0.305727	0.33996	0	0	0.000295	1		0.008204	0	7	0	0	0.016803
תקנות האמורות; ------------ (9) פורסמו ק"ת מס' 3048 מיום כ"א באב תשל"ג (19.8.1973			40	452	0	0	0	0	0	57	0.000197	0		0	0	63	0	0	0
תקנה 25(4) - המוסד להשכלה גבוהה; תק'     תשנ"ב-1991			40	453	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
חוק החשמל, תשי"ד-1954			40	454	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
הוראת מעבר. ק"ת תשע"ח מס' 8068			40	455	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
הוראות סעיף 211(ה), דינו – קנס 1,500 לירות 5,000 לירות או מאסר שלושה חדשים.   הפרעה למפקח (תיקון מס' 1)      תשל"ד-1974			40	456	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
חוק בית הדין לעבודה, התשכ"ט-1969			40	457	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
הוראת שעה     תשע"ד-2013			40	458	0	0	0	0	0	58	0.000197	0		0	0	64	0	0	0
תקנות הבזק והחשמל (התקרבויות והצטלבויות בין קווי בזק לבין קווי חשמל), תשמ"ו-1986			40	459	0	0	0	0	0	59	0.000197	0		0	0	65	0	0	0
תקנות אחוזי הבניה - לשטחים למטרות עיקריות; תק'     תשס"ח-2008			40	460	0	0	0	0	0	60	0.000197	0		0	0	66	0	0	0
תקנות 38 עד 41; תק'     תש"ל-1970			40	461	7	4	0.370815	0.415094	69.919235	0	0.000901	7		0.036011	0	0	0	0	0.077893
תקנה 5(1) ו-(2) לתקנות הבטיחות בעבודה (עבודה בגובה), התשס"ז-2007			40	462	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
פקודת המסים (גביה), תחול על גביית קנס מינהלי לפי סעיף זה וניתן לגבותו גם בדרך תובענה אזרחית. תכנית בטיחות (תיקון מס' 2)      תשמ"ב-1982			40	463	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
חוק האמור לכל יום שבו נמשכת העבירה; (2)   עבירה לפי סעיף זה היא עבירה מסוג העבירות של אחריות קפידה. (תיקון מס' 10) תשע"ו-2016			40	464	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
תקנות הבטיחות בעבודה (גיהות תעסוקתית ובריאות הציבור והעובדים באבק מזיק), תשמ"ד-1984			40	465	2	6	0.361071	0.405818	0.985621	0	0.000426	4		0.015422	0	4	0	0	0.034016
פקודת הבטיחות בעבודה (מס' 9), תשע"ו-2016			40	466	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
חוק - להוציא מבוטח שהוא כבאי מתנדב כמשמעותו בסעיף 1 לחוק שירותי הכבאות, תשי"ט-1959			40	467	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנות הבטיחות בעבודה (עבודה בגובה), תשס"ז-2007			40	468	5	4	0.41108	0.44699	97.826362	0	0.000716	5		0.038434	0	7	0	0	0.083846
חוק התכנון והבנייה, התשכ"ה-1965			40	469	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
חוק עבודת נוער, התשי"ג-1953			40	470	5	4	0.41108	0.44699	97.826362	0	0.000716	5		0.038434	0	7	0	0	0.083846
חוק והוא אושר לכך על ידי שר העבודה. מיום 17.3.1955 תק' תשט"ו-1955			40	471	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנה 2(16) לא תחול על שימוש חורג על פי היתר שניתן לפני יום י"ט באדר א' תשנ"ב (23 בפברואר 1992			40	472	0	0	0	0	0	61	0.000197	0		0	0	67	0	0	0
פקודת הבטיחות בעבודה [נוסח חדש], תש"ל-1970			40	473	22	4	0.496986	0.509097	3428.98216	0	0.002838	51		0.084515	0	4	0	0	0.184184
הוראת שעה), התשע"ט-2018			40	474	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
הוראה של מפקח עבודה שניתנה לפי סעיף 3(7) או שעבר על הוראות סעיף 8ד(א), דינו – מאסר ששה חדשים או קנס 50,000 שקלים. (תיקון     מס' 2)      תשמ"ב-1982			40	475	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
תקנות אלה; תק'     תשמ"ח-1988			40	476	2	6	0.361071	0.405818	0.985621	0	0.000426	2		0.015422	0	4	0	0	0.034016
תקנות 332 ו-334 לתקנות בתי הסוהר בהתאם לתקנה 16 לתקנות בתי הסוהר, תשכ"ז-1966			40	477	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
הוראות סימן זה יחולו לענין כל שרשרת, חבל או אבזר הרמה המשמשים להעלאה או להורדה של בני אדם, טובין או חמרים.           (ב)  לענין סימן זה – (תיקון מס' 2)  תשמ"א-1981			40	478	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
חוק מס ערך מוסף, תשל"ו–1975			40	479	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
חוק המקרקעין, תשכ"ט-1969			40	480	2	6	0.401298	0.440836	56.06371	0	0.000431	2		0.01852	0	3	0	0	0.042778
תקנות המהנדסים והאדריכלים בבניין הנדון; תק'     תשע"ח-2018			40	481	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
חוק חדלות פירעון ושיקום כלכלי, התשע"ח-2018			40	482	2	6	0.401298	0.440836	56.06371	0	0.000431	2		0.01852	0	3	0	0	0.042778
תקנות או כל תעודה אחרת שהוצגה לפי פקודה זו או הפוגע בהם, דינו – קנס 500 לירות או חודש מאסר. מיום 23.8.1974 תיקון מס' 1 ס"ח תשל"ד מס' 745 מיום 23.8.1974			40	483	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
חוק הגז (בטיחות ורישוי), התשמ"ט-1989			40	484	10	4	0.489123	0.498315	316.637256	0	0.001217	20		0.070831	0	1	0	0	0.150973
פקודת הרוקחים [נוסח חדש], תשמ"א-1981			40	485	1	6	0.360719	0.404919	0	0	0.000316	1		0.010871	0	4	0	0	0.024601
תקנות ארגון הפיקוח על העבודה (ניטור סביבתי וניטור ביולוגי של גורמים מזיקים), תשנ"א-1990			40	486	1	6	0.360719	0.404919	0	0	0.000316	1		0.010871	0	4	0	0	0.024601
תקנה 2ב; מיום 24.11.1990 תק' תשנ"א-1990			40	487	2	6	0.361071	0.405818	0.985621	0	0.000426	2		0.015422	0	4	0	0	0.034016
תקנת משנה (א), יכול שישתמשו בתא הגנה מתאים.  מיום 29.8.1991 תק' תשנ"א-1991			40	488	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
תקנות התכנון והבניה (חישוב שטחים ואחוזי בניה בתכניות ובהיתרים), התשנ"ב-1992			40	489	0	0	0	0	0	62	0.000197	0		0	0	68	0	0	0
חוק הפיקוח על העבודה; לענין זה "תקן EN" – הנחיית תקינה של השוק האירופי המשותף;           "תקנות עבודות בניה" – תקנות הבטיחות בעבודה (עבודות בניה), התשמ"ח-1988			40	490	5	4	0.41108	0.44699	97.826362	0	0.000716	5		0.038434	0	7	0	0	0.083846
הוראת שעה תשע"ד-2013			40	491	0	0	0	0	0	63	0.000197	0		0	0	69	0	0	0
תקנה 3א   מיום 1.4.1964 תק' (מס' 2) תשכ"ד-1964			40	492	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
חוק האמור; תק' (מס' 3) תשכ"ה-1965			40	493	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
חוק, כפול שניים. תק' (מס' 2)      תשכ"ה-1965			40	494	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנות ציוד מגן אישי" – כמשמעותם בתקנות הבטיחות בעבודה (ציוד מגן אישי), התשנ"ז-1997			40	495	5	4	0.41108	0.44699	97.826362	0	0.000716	5		0.038434	0	7	0	0	0.083846
תקנה 9 לתקנות אחוזי הבניה, בתוספת שטחו של מרחב מוגן דירתי כמשמעו בתקנה 9(ד)(1) לתקנות האמורות; הוראת שעה     תשע"ד-2013			40	496	0	0	0	0	0	64	0.000197	0		0	0	70	0	0	0
חוק, להוציא כבאי מתנדב, אינו זכאי לדמי פגיעה, אלא אם כתוצאה מהפגיעה בעבודה נגרע מהכנסתו במשלח ידו. מיום 1.4.1965 תק' (מס' 2) תשכ"ה-1965			40	497	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
חוק להסדרת הביטחון בגופים ציבוריים, התשנ"ח-1998			40	498	2	6	0.401298	0.440836	56.06371	0	0.000431	2		0.01852	0	3	0	0	0.042778
הוראה אחרת, לרבות אורח של תופש המקרקעין שלא על מנת לקבל פרס. אחריות כלפי מסיג גבול בשטח צבאי (תיקון מס' 4) תש"ל-1970			40	499	2	6	0.401298	0.440836	56.06371	0	0.000431	2		0.01852	0	3	0	0	0.042778
חוק החניכות, תשי"ג-1953			40	500	2	6	0.364261	0.409164	3.028541	0	0.000514	5		0.011035	0	3	0	0	0.028416
תקנות הבטיחות בעבודה (גיליון בטיחות, סיווג, אריזה, תיווי וסימון של אריזות), התשנ"ח-1998			40	501	4	6	0.473516	0.489151	188.576703	0	0.000657	4		0.032828	0	3	0	0	0.075973
תקנות הבטיחות בעבודה (חשמל), תש"ן–1990			40	502	0	0	0	0	0	65	0.000197	0		0	0	71	0	0	0
תקנות   2.    מטרת תקנות אלה היא שמירה על בטיחותם ובריאותם של העובדים בחומר מסוכן ושל הנמצאים בסביבתו, ועל איכות הסביבה. צירוף גליון     בטיחות לחומר תק'     תש"ס-2000			40	503	1	6	0.360719	0.404919	0	0	0.000316	1		0.010871	0	4	0	0	0.024601
הוראות תקנות אלה והוראות יצרן הפיגום, ואם הפיגום טעון תכנון של מתכנן הקמת פיגומים – גם לפי הוראות מתכנן הקמת הפיגומים ותכנית הפיגומים. פיגום מיוחד תק' תשע"ט-2019			40	504	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
חוק, למעט מבוטח כאמור בתקנה 27(ב) ו-(ד), פטור מהגשת דין וחשבון לפי תקנה 8 לתקנות הביטוח הלאומי (גביית דמי ביטוח), תשי"ד-1954			40	505	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנות אלה מיום פרסומן.            תק' תש"ף-2020			40	506	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
חוק, שיפורטו בו עיקרי הבקשה להיתר, פרטי הזיהוי המקוונים של הבקשה להיתר, המקום שבו ניתן לעיין בבקשה, המועד שבו תוגש וכן האפשרות להתנגד לבקשה בתוך 15 ימים ממועד ההגשה. תק'     תשע"ח-2018			40	507	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
תקנה 2) ערכים של רמה מרבית תעסוקתית מותרת של אבק מזיק:                                         חשיפה משוקללת מרבית הגורם המזיק                                מותרת ל-8 שעות תק'     תשנ"א-1990			40	508	2	6	0.361071	0.405818	0.985621	0	0.000426	2		0.015422	0	4	0	0	0.034016
תקנות 9 עד 11 ו-81, ככל שקיומן נדרש לשם מילוי הוראות תקנות 79 ו-80 לתקנות האמורות. 5.        תקנה 2(א) לתקנות הבטיחות בעבודה (עגורנאים, מפעילי מכונות הרמה אחרות ואתתים), התשנ"ג-1992			40	509	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
חוק, אם הדבר נדרש לפי כל דין; (2)   תשלום כל התשלומים כאמור בסעיף 145(ד) לחוק; (3)   הפקדת ערבות לפי תקנה 70, ככל שנדרש. תק'     תשע"ח-2018			40	510	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
חוק ארגון הפיקוח על העבודה,   תשי"ד-1954			40	511	0	0	0	0	0	66	0.000197	0		0	0	72	0	0	0
פקודה זו, ובית משפט לא יפסוק פיצויים לפי פקודה זו בעד מעשה שנפסקה בעדו "דיה". ביטולים וסייגיהם (תיקון מס' 10) תשס"ה-2005			40	512	2	6	0.401298	0.440836	56.06371	0	0.000431	2		0.01852	0	3	0	0	0.042778
תקנות   הבטיחות בעבודה  (גיהות תעסוקתית ובריאות העובדים במתכות מסויימות), תשנ"ג-1993			40	513	0	0	0	0	0	67	0.000197	0		0	0	73	0	0	0
חוק זה או בתקנות. מיום 21.5.1982 תיקון מס' 2 ס"ח תשמ"ב מס' 1051			40	514	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
תקנות 2 ו-3 יראו לגבי תכנית שהופקדה עד יום כ"ט בתמוז תשמ"ט (1 באוגוסט 1989			40	515	0	0	0	0	0	68	0.000197	0		0	0	74	0	0	0
חוק; ואולם בקשה למידע להיתר ומסירת מידע להיתר ייערכו באמצעות מערכת רישוי זמין בלבד.   מיום 1.1.2020 תק' תש"ף-2020			40	516	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
חוק פטור מהגשת הצהרה לפי תקנה 8 לתקנות הביטוח הלאומי (גביית דמי הביטוח) תשי"ד-1954			40	517	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנה 1 לתקנות העיקריות, כנוסחה בתקנה 1 לתקנות אלה, לפי העניין. ק"ת תשע"ח מס' 8057			40	518	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
תקנת כבלים במתח שאינו עולה על   מתח נמוך), תש"ס-2000			40	519	0	0	0	0	0	69	0.000197	0		0	0	75	0	0	0
תקנות אלה, ומותר שהפנקס יחולק למדורים בהתאם לסוגי העגורנים; תק' תשכ"ז-1967			40	520	7	4	0.370815	0.415094	69.919235	0	0.000901	7		0.036011	0	0	0	0	0.077893
תקנה 10 לא יתוקן, בנוסף לחיבור לפי תקנת משנה (א), כל חיבור אחר בתוך המבנה בין מוליך האפס (N) לבין מוליך הארקה. מיום 26.1.1995 תק' תשנ"ה-1995			40	521	1	6	0.192079	0.202785	0	0	0.000696	1		0.000005	0	6	0	0	0.00047
הוראות סימן זה וסעיף 119א תוך עשרים וששה חדשים שקדמו לשימוש או תוך תקופה שלא תעלה על ארבע שנים שנקבעה לפי סעיף 115(ב)(1). מיום 23.8.1974 תיקון מס' 1 ס"ח תשל"ד מס' 745 מיום 23.8.1974			40	522	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנות 20 ו-41(א)(2) לגבי עגורן-צריח הנמצא בישראל ביום פרסומן של תקנות אלה היא ביום ל' בכסלו תשכ"ח (1 בינואר 1968			40	523	7	4	0.370815	0.415094	69.919235	0	0.000901	14		0.036011	0	0	0	0	0.077893
תקנות אלה; מיום 13.8.1988 תק' תשמ"ח-1988			40	524	2	6	0.361071	0.405818	0.985621	0	0.000426	2		0.015422	0	4	0	0	0.034016
הוראות מעבר תק' תשנ"ט-1999			40	525	5	4	0.484651	0.493149	246.499829	0	0.000754	5		0.041032	0	7	0	0	0.092776
